,lon,lat,name
0,135.76931257,35.00376734,100円循環
1,135.76881111,35.00377806,100円循環
2,135.76830806,35.00377472,100円循環
3,135.7671875,35.00376472,100円循環
4,135.76691611,35.0037625,100円循環
5,135.76641194,35.00375778,100円循環
6,135.76564694,35.00375111,100円循環
7,135.76492639,35.00374472,100円循環
8,135.76289768,35.00378204,100円循環
9,135.75976169,35.00377205,100円循環
10,135.75974671,35.00798416,100円循環
11,135.75972174,35.01070068,100円循環
12,135.76104,35.01078444,100円循環
13,135.76174611,35.01079194,100円循環
14,135.76245278,35.01079667,100円循環
15,135.76345696,35.0108455,100円循環
16,135.76396806,35.01081389,100円循環
17,135.7650375,35.01082111,100円循環
18,135.76575861,35.01083444,100円循環
19,135.76683906,35.01089709,100円循環
20,135.76803111,35.01092789,100円循環
21,135.76895889,35.01089444,100円循環
22,135.76897444,35.01027611,100円循環
23,135.76898056,35.00993028,100円循環
24,135.76898139,35.00967333,100円循環
25,135.76900371,35.00877096,100円循環
26,135.76904889,35.00804972,100円循環
27,135.7690725,35.00763222,100円循環
28,135.76908861,35.00749889,100円循環
29,135.76915167,35.00652167,100円循環
30,135.76917833,35.00619417,100円循環
31,135.76919639,35.00587806,100円循環
32,135.76922639,35.00528528,100円循環
33,135.76925722,35.00484472,100円循環
34,135.76926111,35.00467694,100円循環
35,135.76927222,35.00418722,100円循環
36,135.76931257,35.00376734,100円循環
37,135.75802795,34.98719397,100号系統
38,135.758145,34.98718583,100号系統
39,135.75826556,34.98718611,100号系統
40,135.75858497,34.98718655,100号系統
41,135.75946243,34.98719409,100号系統
42,135.75966306,34.98719139,100号系統
43,135.75982694,34.98719194,100号系統
44,135.76043806,34.98720583,100号系統
45,135.76071583,34.98721194,100号系統
46,135.7610875,34.98722056,100号系統
47,135.76268564,34.98725575,100号系統
48,135.76344861,34.98727417,100号系統
49,135.76428528,34.98729306,100号系統
50,135.76428722,34.98720861,100号系統
51,135.76476306,34.98717306,100号系統
52,135.76609389,34.98707389,100号系統
53,135.76708417,34.98702417,100号系統
54,135.76759417,34.98699611,100号系統
55,135.76800361,34.98697361,100号系統
56,135.76825694,34.98696167,100号系統
57,135.76815278,34.98765194,100号系統
58,135.76811806,34.98788222,100号系統
59,135.76810806,34.9879475,100号系統
60,135.76810333,34.98798444,100号系統
61,135.76805,34.98839333,100号系統
62,135.76803722,34.98849139,100号系統
63,135.76794361,34.98909417,100号系統
64,135.76791278,34.98932222,100号系統
65,135.76823389,34.989325,100号系統
66,135.76850466,34.98934368,100号系統
67,135.76890001,34.98934368,100号系統
68,135.76939419,34.98931897,100号系統
69,135.76960889,34.98929556,100号系統
70,135.77034583,34.98927556,100号系統
71,135.77064833,34.98926722,100号系統
72,135.77094397,34.98924812,100号系統
73,135.77117694,34.9892325,100号系統
74,135.77130694,34.98922417,100号系統
75,135.77251972,34.989145,100号系統
76,135.77453371,34.98908423,100号系統
77,135.77462833,34.98960194,100号系統
78,135.77483022,34.99197521,100号系統
79,135.7749,34.99261667,100号系統
80,135.77492028,34.99266722,100号系統
81,135.7750275,34.99293194,100号系統
82,135.77517806,34.99314667,100号系統
83,135.77534194,34.9933375,100号系統
84,135.77548167,34.99350028,100号系統
85,135.7757125,34.99379889,100号系統
86,135.77578667,34.993915,100号系統
87,135.77583944,34.99400361,100号系統
88,135.77585566,34.99403843,100号系統
89,135.77613583,34.99425917,100号系統
90,135.77615861,34.99429278,100号系統
91,135.77625,34.99442944,100号系統
92,135.77632056,34.99454472,100号系統
93,135.77647339,34.99521829,100号系統
94,135.77681806,34.99683583,100号系統
95,135.77693361,34.99736889,100号系統
96,135.77698917,34.99763278,100号系統
97,135.77707876,34.99795484,100号系統
98,135.77711556,34.99823556,100号系統
99,135.77720556,34.99866306,100号系統
100,135.77727417,34.99899111,100号系統
101,135.77731694,34.99927,100号系統
102,135.7773225,34.99930528,100号系統
103,135.77741889,34.99993417,100号系統
104,135.77745426,35.00022157,100号系統
105,135.77745611,35.00026222,100号系統
106,135.77752306,35.00084833,100号系統
107,135.77754333,35.00102639,100号系統
108,135.77752056,35.00143194,100号系統
109,135.7775125,35.00157833,100号系統
110,135.77737444,35.00206528,100号系統
111,135.77726889,35.00243833,100号系統
112,135.77721194,35.00263972,100号系統
113,135.77708972,35.00302056,100号系統
114,135.77704611,35.00322556,100号系統
115,135.7771,35.00342639,100号系統
116,135.77714556,35.0035825,100号系統
117,135.77718246,35.00375499,100号系統
118,135.77730639,35.00395944,100号系統
119,135.77739806,35.00419667,100号系統
120,135.77749472,35.00450028,100号系統
121,135.77759444,35.00491889,100号系統
122,135.77768528,35.00547111,100号系統
123,135.77768972,35.0055125,100号系統
124,135.77774472,35.00610861,100号系統
125,135.77776667,35.00634361,100号系統
126,135.77777548,35.00646065,100号系統
127,135.77779167,35.006645,100号系統
128,135.77780972,35.00682083,100号系統
129,135.77792556,35.00794972,100号系統
130,135.77799917,35.00854917,100号系統
131,135.778,35.0085575,100号系統
132,135.77808324,35.00941483,100号系統
133,135.77891028,35.00948528,100号系統
134,135.77928639,35.00946944,100号系統
135,135.77976222,35.00946306,100号系統
136,135.78040917,35.00939306,100号系統
137,135.78058833,35.00937778,100号系統
138,135.78071222,35.00936694,100号系統
139,135.78105444,35.00932556,100号系統
140,135.78116917,35.00930694,100号系統
141,135.78188333,35.00925944,100号系統
142,135.78278222,35.00933493,100号系統
143,135.78278167,35.0098375,100号系統
144,135.7827775,35.00997861,100号系統
145,135.7827775,35.01034194,100号系統
146,135.78277528,35.01063833,100号系統
147,135.78277306,35.01092833,100号系統
148,135.78276972,35.01109444,100号系統
149,135.78273139,35.01179972,100号系統
150,135.78272417,35.01189694,100号系統
151,135.78268026,35.01237851,100号系統
152,135.78262194,35.01363361,100号系統
153,135.78419988,35.01360161,100号系統
154,135.78471972,35.01361417,100号系統
155,135.78469944,35.01500917,100号系統
156,135.78469944,35.01510611,100号系統
157,135.78470306,35.01579639,100号系統
158,135.78470056,35.01676278,100号系統
159,135.78468861,35.01716861,100号系統
160,135.7855836,35.01707326,100号系統
161,135.78614889,35.01693917,100号系統
162,135.78710194,35.01678389,100号系統
163,135.78784449,35.01670262,100号系統
164,135.78864083,35.01665222,100号系統
165,135.79028389,35.01663528,100号系統
166,135.79052778,35.01666694,100号系統
167,135.79066667,35.01670583,100号系統
168,135.79073444,35.01677972,100号系統
169,135.79076018,35.01681381,100号系統
170,135.79096444,35.01679806,100号系統
171,135.79126306,35.01679694,100号系統
172,135.79180222,35.01684806,100号系統
173,135.7919325,35.01686611,100号系統
174,135.79345,35.01720222,100号系統
175,135.79340407,35.01762922,100号系統
176,135.79338056,35.01814778,100号系統
177,135.79327778,35.01927306,100号系統
178,135.79323333,35.01981361,100号系統
179,135.79320639,35.02011249,100号系統
180,135.79318889,35.02056806,100号系統
181,135.79321639,35.02074056,100号系統
182,135.7932525,35.02090444,100号系統
183,135.79355232,35.02192862,100号系統
184,135.7935825,35.02202361,100号系統
185,135.79366694,35.02224667,100号系統
186,135.79371583,35.02235944,100号系統
187,135.79438028,35.02282639,100号系統
188,135.79476361,35.02310528,100号系統
189,135.79505028,35.02333639,100号系統
190,135.795109,35.02337411,100号系統
191,135.79521722,35.02351083,100号系統
192,135.79531667,35.02364556,100号系統
193,135.79538694,35.02378028,100号系統
194,135.79543361,35.02388167,100号系統
195,135.79549778,35.02408028,100号系統
196,135.79552806,35.02424667,100号系統
197,135.79552667,35.0245425,100号系統
198,135.79549917,35.02471667,100号系統
199,135.79543806,35.02491833,100号系統
200,135.79537111,35.0250925,100号系統
201,135.79529139,35.02523417,100号系統
202,135.79514833,35.02545778,100号系統
203,135.79502361,35.02568056,100号系統
204,135.79497611,35.02582111,100号系統
205,135.79491889,35.02602833,100号系統
206,135.79457278,35.02725417,100号系統
207,135.79440083,35.02727583,100号系統
208,135.79430167,35.02729028,100号系統
209,135.79397238,35.0273523,100号系統
210,135.79366361,35.02743028,100号系統
211,135.79276722,35.02761444,100号系統
212,135.79165861,35.02785444,100号系統
213,135.79147675,35.02788354,100号系統
214,135.79163639,35.02688944,100号系統
215,135.79166056,35.02675194,100号系統
216,135.79166972,35.02669417,100号系統
217,135.79168306,35.02663472,100号系統
218,135.79169861,35.02653917,100号系統
219,135.79174861,35.02624861,100号系統
220,135.79175833,35.02618889,100号系統
221,135.79177278,35.02612528,100号系統
222,135.79179694,35.02599028,100号系統
223,135.79182083,35.02586667,100号系統
224,135.79189472,35.02544111,100号系統
225,135.79190444,35.02537472,100号系統
226,135.79193387,35.02505434,100号系統
227,135.79197722,35.02492806,100号系統
228,135.79199111,35.02487222,100号系統
229,135.79200444,35.02479639,100号系統
230,135.792115,35.02415972,100号系統
231,135.79212111,35.02413167,100号系統
232,135.79214278,35.02402361,100号系統
233,135.79225306,35.02342167,100号系統
234,135.7922625,35.02336889,100号系統
235,135.79226694,35.02334361,100号系統
236,135.79227306,35.0233125,100号系統
237,135.79229444,35.02320361,100号系統
238,135.79237972,35.02270778,100号系統
239,135.79241111,35.02241361,100号系統
240,135.7924125,35.02231139,100号系統
241,135.79241806,35.02218028,100号系統
242,135.79241472,35.02204889,100号系統
243,135.79240222,35.02194222,100号系統
244,135.79238944,35.02179194,100号系統
245,135.79236694,35.02171,100号系統
246,135.79226744,35.02124912,100号系統
247,135.79182111,35.0200075,100号系統
248,135.79173944,35.01977639,100号系統
249,135.79160029,35.01947005,100号系統
250,135.79119222,35.01809306,100号系統
251,135.79118389,35.01806278,100号系統
252,135.79113417,35.01790306,100号系統
253,135.79108,35.01773944,100号系統
254,135.7909775,35.01744278,100号系統
255,135.79076944,35.0168475,100号系統
256,135.79076018,35.01681381,100号系統
257,135.75858877,35.04361097,101号系統
258,135.75808056,35.04358944,101号系統
259,135.75767306,35.04357306,101号系統
260,135.75766111,35.04357222,101号系統
261,135.75735472,35.04354833,101号系統
262,135.75719556,35.04351583,101号系統
263,135.75710556,35.04349444,101号系統
264,135.75707056,35.04348333,101号系統
265,135.75697,35.04345056,101号系統
266,135.7566775,35.04335167,101号系統
267,135.75630778,35.04314306,101号系統
268,135.75619222,35.04308194,101号系統
269,135.75555714,35.04275503,101号系統
270,135.75520583,35.04252472,101号系統
271,135.75493083,35.04238333,101号系統
272,135.75475056,35.04229556,101号系統
273,135.75467667,35.04224583,101号系統
274,135.75445667,35.04211028,101号系統
275,135.75357194,35.04160861,101号系統
276,135.75344167,35.04153,101号系統
277,135.75335972,35.04148639,101号系統
278,135.75329556,35.0414525,101号系統
279,135.753085,35.041335,101号系統
280,135.75231083,35.04089667,101号系統
281,135.75215583,35.04082944,101号系統
282,135.7517025,35.04072888,101号系統
283,135.75146417,35.04071889,101号系統
284,135.75137417,35.0407225,101号系統
285,135.75069111,35.04073667,101号系統
286,135.75052944,35.04074028,101号系統
287,135.75040167,35.04074278,101号系統
288,135.75016333,35.0407425,101号系統
289,135.74963444,35.04074611,101号系統
290,135.74935333,35.04074333,101号系統
291,135.74877278,35.04073778,101号系統
292,135.74858111,35.04074056,101号系統
293,135.74786022,35.04071652,101号系統
294,135.74753917,35.04070306,101号系統
295,135.74742639,35.04069417,101号系統
296,135.74716389,35.04067583,101号系統
297,135.74667667,35.04066083,101号系統
298,135.74657583,35.04065778,101号系統
299,135.74615944,35.04064778,101号系統
300,135.74580833,35.04066,101号系統
301,135.74555139,35.04068417,101号系統
302,135.74536083,35.04070528,101号系統
303,135.74515972,35.04074528,101号系統
304,135.74499222,35.04076889,101号系統
305,135.74479627,35.04077829,101号系統
306,135.74469222,35.04082028,101号系統
307,135.74456667,35.04084583,101号系統
308,135.74421139,35.04091389,101号系統
309,135.74410639,35.04093389,101号系統
310,135.74401472,35.04095167,101号系統
311,135.74394722,35.04096528,101号系統
312,135.74350111,35.041055,101号系統
313,135.74331889,35.04109167,101号系統
314,135.74279444,35.04119361,101号系統
315,135.74277139,35.041195,101号系統
316,135.74252722,35.04121056,101号系統
317,135.74237083,35.04120722,101号系統
318,135.74207306,35.04120056,101号系統
319,135.74190529,35.04119835,101号系統
320,135.74183111,35.04118944,101号系統
321,135.74162944,35.04116472,101号系統
322,135.74132861,35.04112056,101号系統
323,135.74113,35.04109778,101号系統
324,135.74095861,35.04108667,101号系統
325,135.74013722,35.04100389,101号系統
326,135.74002889,35.04099306,101号系統
327,135.73995194,35.04098528,101号系統
328,135.73988361,35.04097389,101号系統
329,135.73964361,35.04094694,101号系統
330,135.73919139,35.04089583,101号系統
331,135.73913778,35.04088972,101号系統
332,135.73859028,35.04082917,101号系統
333,135.73854484,35.04082771,101号系統
334,135.73816167,35.0407825,101号系統
335,135.73780833,35.04074472,101号系統
336,135.73763,35.04073167,101号系統
337,135.73747278,35.04071861,101号系統
338,135.73717528,35.04069361,101号系統
339,135.73708917,35.04068639,101号系統
340,135.73694639,35.04067639,101号系統
341,135.73678917,35.04066528,101号系統
342,135.73669194,35.04065833,101号系統
343,135.73664389,35.0406525,101号系統
344,135.73648028,35.04063306,101号系統
345,135.73631,35.04061278,101号系統
346,135.73592694,35.04057611,101号系統
347,135.73575194,35.04056111,101号系統
348,135.73570639,35.04055556,101号系統
349,135.73562361,35.04054583,101号系統
350,135.73537389,35.04051611,101号系統
351,135.73533556,35.04051167,101号系統
352,135.73505194,35.04047694,101号系統
353,135.73460639,35.04042194,101号系統
354,135.73442222,35.04039944,101号系統
355,135.73441806,35.04039889,101号系統
356,135.73429722,35.04038722,101号系統
357,135.73416278,35.04034389,101号系統
358,135.73399417,35.04028917,101号系統
359,135.73395278,35.04026139,101号系統
360,135.73387139,35.0402075,101号系統
361,135.73379778,35.04015,101号系統
362,135.73372389,35.04004389,101号系統
363,135.73361535,35.03987641,101号系統
364,135.73351139,35.03953389,101号系統
365,135.73342917,35.03927361,101号系統
366,135.73337972,35.03910333,101号系統
367,135.73334694,35.03899028,101号系統
368,135.73332889,35.03892778,101号系統
369,135.73304833,35.03799111,101号系統
370,135.73304556,35.03798139,101号系統
371,135.73288361,35.03744028,101号系統
372,135.73283583,35.03729917,101号系統
373,135.73279472,35.03718667,101号系統
374,135.73260139,35.03653389,101号系統
375,135.73259111,35.03649972,101号系統
376,135.73257556,35.03645139,101号系統
377,135.73237639,35.03583306,101号系統
378,135.73227861,35.03552917,101号系統
379,135.73216444,35.03517472,101号系統
380,135.73213028,35.03503944,101号系統
381,135.73212044,35.03500869,101号系統
382,135.731875,35.03424556,101号系統
383,135.73183694,35.03412417,101号系統
384,135.73177917,35.03394028,101号系統
385,135.73168861,35.03365111,101号系統
386,135.73159833,35.03336389,101号系統
387,135.73151722,35.03310583,101号系統
388,135.73151139,35.03307694,101号系統
389,135.73145917,35.03282444,101号系統
390,135.73144139,35.03272444,101号系統
391,135.73142472,35.03262972,101号系統
392,135.73139806,35.03229889,101号系統
393,135.73141139,35.03187778,101号系統
394,135.73141806,35.03171972,101号系統
395,135.73141806,35.03159028,101号系統
396,135.73142111,35.03130694,101号系統
397,135.731425,35.03094583,101号系統
398,135.73142667,35.03080028,101号系統
399,135.73144093,35.03030158,101号系統
400,135.73144722,35.02948639,101号系統
401,135.73144778,35.02941778,101号系統
402,135.73145194,35.02927778,101号系統
403,135.73145583,35.02915056,101号系統
404,135.73145583,35.0288775,101号系統
405,135.73145583,35.02846556,101号系統
406,135.73145889,35.02837722,101号系統
407,135.73146389,35.02823194,101号系統
408,135.73146389,35.02788139,101号系統
409,135.73146389,35.02756056,101号系統
410,135.73146306,35.02752944,101号系統
411,135.73144093,35.02733648,101号系統
412,135.73240444,35.02728472,101号系統
413,135.73249639,35.02727361,101号系統
414,135.73257417,35.02726417,101号系統
415,135.73298472,35.02725,101号系統
416,135.73302528,35.02724472,101号系統
417,135.73310972,35.02723389,101号系統
418,135.73349333,35.02720583,101号系統
419,135.73358917,35.02720583,101号系統
420,135.73367833,35.0272225,101号系統
421,135.73382194,35.02724528,101号系統
422,135.73407556,35.02734083,101号系統
423,135.73442472,35.02748194,101号系統
424,135.73518528,35.02778611,101号系統
425,135.73533264,35.02784302,101号系統
426,135.7355825,35.02794417,101号系統
427,135.735705,35.02799278,101号系統
428,135.73591861,35.02807778,101号系統
429,135.73599306,35.0281075,101号系統
430,135.73608194,35.0281425,101号系統
431,135.73688389,35.02845917,101号系統
432,135.73734944,35.02864306,101号系統
433,135.73826722,35.02900944,101号系統
434,135.73831528,35.02902611,101号系統
435,135.73874639,35.02920083,101号系統
436,135.73911315,35.02932557,101号系統
437,135.73924444,35.02937222,101号系統
438,135.73945139,35.02942722,101号系統
439,135.73950833,35.0294425,101号系統
440,135.73953417,35.02944806,101号系統
441,135.73966083,35.02947472,101号系統
442,135.73989222,35.02949861,101号系統
443,135.7399725,35.029505,101号系統
444,135.74096,35.02954889,101号系統
445,135.74099306,35.02955028,101号系統
446,135.74102694,35.02955222,101号系統
447,135.74194389,35.02960361,101号系統
448,135.74246125,35.02964679,101号系統
449,135.74429417,35.02979833,101号系統
450,135.74545167,35.02980417,101号系統
451,135.7458217,35.0298074,101号系統
452,135.74710639,35.02983917,101号系統
453,135.74716389,35.02983944,101号系統
454,135.74719028,35.02983917,101号系統
455,135.74887417,35.02980583,101号系統
456,135.74939219,35.0298074,101号系統
457,135.75000889,35.02978611,101号系統
458,135.75063444,35.02977167,101号系統
459,135.75187179,35.02972633,101号系統
460,135.75188889,35.02953083,101号系統
461,135.75190944,35.02920806,101号系統
462,135.75195833,35.02846194,101号系統
463,135.75195972,35.02835111,101号系統
464,135.75176778,35.0270425,101号系統
465,135.75175192,35.02665697,101号系統
466,135.75174111,35.02645833,101号系統
467,135.7517425,35.0263625,101号系統
468,135.75174944,35.02622722,101号系統
469,135.75177194,35.02516778,101号系統
470,135.75177361,35.0250325,101号系統
471,135.75177472,35.02498778,101号系統
472,135.75178694,35.02482333,101号系統
473,135.75176427,35.02464317,101号系統
474,135.75179444,35.0239225,101号系統
475,135.75179167,35.02379972,101号系統
476,135.75180417,35.02358444,101号系統
477,135.75180417,35.02348222,101号系統
478,135.75179861,35.02277917,101号系統
479,135.75180222,35.02261556,101号系統
480,135.75180611,35.02242889,101号系統
481,135.75180134,35.02219696,101号系統
482,135.75179556,35.02137556,101号系統
483,135.75179333,35.02124361,101号系統
484,135.75179556,35.02110222,101号系統
485,135.7517875,35.02070278,101号系統
486,135.75177663,35.02022022,101号系統
487,135.75178583,35.02004556,101号系統
488,135.75178778,35.01989667,101号系統
489,135.75178389,35.01937972,101号系統
490,135.7517825,35.01888167,101号系統
491,135.75178389,35.01875111,101号系統
492,135.75178389,35.0186125,101号系統
493,135.75178361,35.01803,101号系統
494,135.75178639,35.01765,101号系統
495,135.75176427,35.01734159,101号系統
496,135.75175778,35.01633139,101号系統
497,135.75175472,35.01619806,101号系統
498,135.75175417,35.01616861,101号系統
499,135.7517525,35.0160725,101号系統
500,135.75174778,35.0158925,101号系統
501,135.75174806,35.01582333,101号系統
502,135.75176427,35.01393172,101号系統
503,135.7518555,35.01092066,101号系統
504,135.75181844,35.00852387,101号系統
505,135.75187,35.00735167,101号系統
506,135.75183079,35.0060653,101号系統
507,135.75184611,35.00495389,101号系統
508,135.75185194,35.00467778,101号系統
509,135.75187111,35.00446528,101号系統
510,135.75196167,35.00375208,101号系統
511,135.75574184,35.00373709,101号系統
512,135.75976169,35.00377205,101号系統
513,135.7596675,35.00251444,101号系統
514,135.75967056,35.00188917,101号系統
515,135.75967361,35.00132167,101号系統
516,135.75967944,35.00016889,101号系統
517,135.75965876,34.99967213,101号系統
518,135.75968611,34.99886333,101号系統
519,135.75969028,34.99803389,101号系統
520,135.75969694,34.99762778,101号系統
521,135.75970818,34.99620049,101号系統
522,135.75976995,34.99347012,101号系統
523,135.75976667,34.99323944,101号系統
524,135.75977139,34.99293333,101号系統
525,135.75986167,34.99263667,101号系統
526,135.76003944,34.99229889,101号系統
527,135.76018583,34.99202111,101号系統
528,135.76020778,34.99129444,101号系統
529,135.76023583,34.99037139,101号系統
530,135.75978111,34.9896925,101号系統
531,135.75970889,34.98927889,101号系統
532,135.75974639,34.98861583,101号系統
533,135.75979056,34.98783306,101号系統
534,135.75982694,34.98719194,101号系統
535,135.75966306,34.98719139,101号系統
536,135.75946243,34.98719409,101号系統
537,135.75858497,34.98718655,101号系統
538,135.75826556,34.98718611,101号系統
539,135.758145,34.98718583,101号系統
540,135.75802795,34.98719397,101号系統
541,135.75858877,35.04361097,102号系統
542,135.75808056,35.04358944,102号系統
543,135.75767306,35.04357306,102号系統
544,135.75766111,35.04357222,102号系統
545,135.75735472,35.04354833,102号系統
546,135.75719556,35.04351583,102号系統
547,135.75710556,35.04349444,102号系統
548,135.75707056,35.04348333,102号系統
549,135.75697,35.04345056,102号系統
550,135.7566775,35.04335167,102号系統
551,135.75630778,35.04314306,102号系統
552,135.75619222,35.04308194,102号系統
553,135.75606056,35.04301278,102号系統
554,135.75555714,35.04275503,102号系統
555,135.75520583,35.04252472,102号系統
556,135.75493083,35.04238333,102号系統
557,135.75475056,35.04229556,102号系統
558,135.75467667,35.04224583,102号系統
559,135.75445667,35.04211028,102号系統
560,135.75357194,35.04160861,102号系統
561,135.75344167,35.04153,102号系統
562,135.75335972,35.04148639,102号系統
563,135.75329556,35.0414525,102号系統
564,135.753085,35.041335,102号系統
565,135.75231083,35.04089667,102号系統
566,135.75215583,35.04082944,102号系統
567,135.7517025,35.04072888,102号系統
568,135.75146417,35.04071889,102号系統
569,135.75137417,35.0407225,102号系統
570,135.75069111,35.04073667,102号系統
571,135.75052944,35.04074028,102号系統
572,135.75040167,35.04074278,102号系統
573,135.75016333,35.0407425,102号系統
574,135.74963444,35.04074611,102号系統
575,135.74935333,35.04074333,102号系統
576,135.74877278,35.04073778,102号系統
577,135.74858111,35.04074056,102号系統
578,135.74786022,35.04071652,102号系統
579,135.74753917,35.04070306,102号系統
580,135.74742639,35.04069417,102号系統
581,135.74716389,35.04067583,102号系統
582,135.74667667,35.04066083,102号系統
583,135.74657583,35.04065778,102号系統
584,135.74615944,35.04064778,102号系統
585,135.74580833,35.04066,102号系統
586,135.74555139,35.04068417,102号系統
587,135.74536083,35.04070528,102号系統
588,135.74515972,35.04074528,102号系統
589,135.74499222,35.04076889,102号系統
590,135.74479627,35.04077829,102号系統
591,135.74469222,35.04082028,102号系統
592,135.74456667,35.04084583,102号系統
593,135.74421139,35.04091389,102号系統
594,135.74410639,35.04093389,102号系統
595,135.74401472,35.04095167,102号系統
596,135.74394722,35.04096528,102号系統
597,135.74350111,35.041055,102号系統
598,135.74331889,35.04109167,102号系統
599,135.74279444,35.04119361,102号系統
600,135.74277139,35.041195,102号系統
601,135.74252722,35.04121056,102号系統
602,135.74237083,35.04120722,102号系統
603,135.74207306,35.04120056,102号系統
604,135.74190529,35.04119835,102号系統
605,135.74183111,35.04118944,102号系統
606,135.74162944,35.04116472,102号系統
607,135.74132861,35.04112056,102号系統
608,135.74113,35.04109778,102号系統
609,135.74095861,35.04108667,102号系統
610,135.74013722,35.04100389,102号系統
611,135.74002889,35.04099306,102号系統
612,135.73995194,35.04098528,102号系統
613,135.73988361,35.04097389,102号系統
614,135.73964361,35.04094694,102号系統
615,135.73919139,35.04089583,102号系統
616,135.73913778,35.04088972,102号系統
617,135.73859028,35.04082917,102号系統
618,135.73854484,35.04082771,102号系統
619,135.73816167,35.0407825,102号系統
620,135.73780833,35.04074472,102号系統
621,135.73763,35.04073167,102号系統
622,135.73747278,35.04071861,102号系統
623,135.73717528,35.04069361,102号系統
624,135.73708917,35.04068639,102号系統
625,135.73694639,35.04067639,102号系統
626,135.73678917,35.04066528,102号系統
627,135.73669194,35.04065833,102号系統
628,135.73664389,35.0406525,102号系統
629,135.73648028,35.04063306,102号系統
630,135.73631,35.04061278,102号系統
631,135.73592694,35.04057611,102号系統
632,135.73575194,35.04056111,102号系統
633,135.73570639,35.04055556,102号系統
634,135.73562361,35.04054583,102号系統
635,135.73537389,35.04051611,102号系統
636,135.73533556,35.04051167,102号系統
637,135.73505194,35.04047694,102号系統
638,135.73460639,35.04042194,102号系統
639,135.73442222,35.04039944,102号系統
640,135.73441806,35.04039889,102号系統
641,135.73429722,35.04038722,102号系統
642,135.73416278,35.04034389,102号系統
643,135.73399417,35.04028917,102号系統
644,135.73395278,35.04026139,102号系統
645,135.73387139,35.0402075,102号系統
646,135.73379778,35.04015,102号系統
647,135.73372389,35.04004389,102号系統
648,135.73361535,35.03987641,102号系統
649,135.73351139,35.03953389,102号系統
650,135.73342917,35.03927361,102号系統
651,135.73337972,35.03910333,102号系統
652,135.73334694,35.03899028,102号系統
653,135.73332889,35.03892778,102号系統
654,135.73304833,35.03799111,102号系統
655,135.73304556,35.03798139,102号系統
656,135.73288361,35.03744028,102号系統
657,135.73283583,35.03729917,102号系統
658,135.73279472,35.03718667,102号系統
659,135.73260139,35.03653389,102号系統
660,135.73259111,35.03649972,102号系統
661,135.73257556,35.03645139,102号系統
662,135.73237639,35.03583306,102号系統
663,135.73227861,35.03552917,102号系統
664,135.73216444,35.03517472,102号系統
665,135.73213028,35.03503944,102号系統
666,135.73212044,35.03500869,102号系統
667,135.73208472,35.03489694,102号系統
668,135.731875,35.03424556,102号系統
669,135.73183694,35.03412417,102号系統
670,135.73177917,35.03394028,102号系統
671,135.73168861,35.03365111,102号系統
672,135.73159833,35.03336389,102号系統
673,135.73151722,35.03310583,102号系統
674,135.73151139,35.03307694,102号系統
675,135.73145917,35.03282444,102号系統
676,135.73144139,35.03272444,102号系統
677,135.73142472,35.03262972,102号系統
678,135.73139806,35.03229889,102号系統
679,135.73141139,35.03187778,102号系統
680,135.73141806,35.03171972,102号系統
681,135.73141806,35.03159028,102号系統
682,135.73142111,35.03130694,102号系統
683,135.731425,35.03094583,102号系統
684,135.73142667,35.03080028,102号系統
685,135.73144093,35.03030158,102号系統
686,135.73143972,35.03019139,102号系統
687,135.73144722,35.02948639,102号系統
688,135.73144778,35.02941778,102号系統
689,135.73145194,35.02927778,102号系統
690,135.73145583,35.02915056,102号系統
691,135.73145583,35.0288775,102号系統
692,135.73145583,35.02846556,102号系統
693,135.73145889,35.02837722,102号系統
694,135.73146389,35.02823194,102号系統
695,135.73146389,35.02788139,102号系統
696,135.73146389,35.02756056,102号系統
697,135.73146306,35.02752944,102号系統
698,135.73144093,35.02733648,102号系統
699,135.73240444,35.02728472,102号系統
700,135.73249639,35.02727361,102号系統
701,135.73257417,35.02726417,102号系統
702,135.73298472,35.02725,102号系統
703,135.73302528,35.02724472,102号系統
704,135.73310972,35.02723389,102号系統
705,135.73349333,35.02720583,102号系統
706,135.73358917,35.02720583,102号系統
707,135.73367833,35.0272225,102号系統
708,135.73382194,35.02724528,102号系統
709,135.73407556,35.02734083,102号系統
710,135.73442472,35.02748194,102号系統
711,135.73518528,35.02778611,102号系統
712,135.73533264,35.02784302,102号系統
713,135.7355825,35.02794417,102号系統
714,135.735705,35.02799278,102号系統
715,135.73591861,35.02807778,102号系統
716,135.73599306,35.0281075,102号系統
717,135.73608194,35.0281425,102号系統
718,135.73688389,35.02845917,102号系統
719,135.73734944,35.02864306,102号系統
720,135.73826722,35.02900944,102号系統
721,135.73831528,35.02902611,102号系統
722,135.73874639,35.02920083,102号系統
723,135.73911315,35.02932557,102号系統
724,135.73924444,35.02937222,102号系統
725,135.73945139,35.02942722,102号系統
726,135.73950833,35.0294425,102号系統
727,135.73953417,35.02944806,102号系統
728,135.73966083,35.02947472,102号系統
729,135.73989222,35.02949861,102号系統
730,135.7399725,35.029505,102号系統
731,135.74096,35.02954889,102号系統
732,135.74099306,35.02955028,102号系統
733,135.74102694,35.02955222,102号系統
734,135.74194389,35.02960361,102号系統
735,135.74246125,35.02964679,102号系統
736,135.74429417,35.02979833,102号系統
737,135.74545167,35.02980417,102号系統
738,135.7458217,35.0298074,102号系統
